idRule,count_Ant,sup_Antec,count_Cons,sup_Cons,count_Rule,sup_Rule,conf_Rule,state
124,909,0.09715690466011116,378,0.0404018811457888,0,0.0,0.0,Not supported
125,257,0.027469003847798205,0,0.0,0,0.0,0.0,Not supported
126,1079,0.11532706284737067,14,0.001496365968362548,11,0.001175716117999145,0.010194624652455977,Not supported
127,0,0.0,1,0.00010688328345446772,0,0.0,0.0,Not supported
128,7093,0.7581231295425396,12,0.0012825994014536127,0,0.0,0.0,Not supported
129,6454,0.6898247114151347,17,0.0018170158187259514,2,0.00021376656690893543,0.0003098853424233034,Not supported
130,367,0.03922616502778965,14,0.001496365968362548,14,0.001496365968362548,0.03814713896457766,Not supported
131,350,0.0374091492090637,1079,0.11532706284737067,293,0.031316802052159046,0.8371428571428572,Not supported
132,367,0.03922616502778965,0,0.0,0,0.0,0.0,Not supported
133,0,0.0,4828,0.5160324925181702,0,0.0,0.0,Not supported
134,6179,0.660431808465156,17,0.0018170158187259514,0,0.0,0.0,Not supported
135,0,0.0,257,0.027469003847798205,0,0.0,0.0,Not supported
136,378,0.0404018811457888,158,0.0168875587858059,0,0.0,0.0,Not supported
137,2148,0.22958529286019666,1190,0.1271911073108166,696,0.07439076528430953,0.3240223463687151,Not confident
138,113,0.012077811030354853,6404,0.6844805472424113,11,0.001175716117999145,0.09734513274336283,Not supported
139,10,0.0010688328345446773,88,0.00940572894399316,0,0.0,0.0,Not supported
140,560,0.059854638734501926,6179,0.660431808465156,526,0.05622060709705002,0.9392857142857143,Confident
141,40,0.004275331338178709,1802,0.19260367678495083,4,0.00042753313381787086,0.1,Not supported
142,6179,0.660431808465156,6404,0.6844805472424113,5429,0.5802693458743052,0.8786211361061661,Confident
143,159,0.016994442069260367,12,0.0012825994014536127,0,0.0,0.0,Not supported
144,1190,0.1271911073108166,6404,0.6844805472424113,907,0.09694313809320222,0.7621848739495798,Not confident
145,226,0.024155622060709706,5941,0.6349935870029927,173,0.018490808037622916,0.7654867256637168,Not supported
